age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
44,married,low,blue-collar,mid,telephone,mon,4,3,0,nonexistent,False,False,no
44,married,low,blue-collar,mid,telephone,fri,2,4,0,nonexistent,False,False,no
51,married,low,blue-collar,mid,cellular,wed,9,9,0,nonexistent,False,False,yes
40,divorced,mid,out-of-workforce,low,telephone,thu,4,1,0,nonexistent,False,False,no
29,married,low,blue-collar,mid,cellular,thu,17,2,0,nonexistent,False,False,yes
35,married,high,blue-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
51,married,mid,blue-collar,mid,cellular,wed,4,9,0,nonexistent,False,False,no
34,married,mid,white-collar,mid,cellular,wed,6,2,1,failure,True,False,no
44,married,high,white-collar,high,cellular,wed,2,1,2,failure,True,False,no
53,single,mid,blue-collar,mid,telephone,mon,2,2,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
60,married,mid,out-of-workforce,low,cellular,wed,1,1,0,nonexistent,False,False,no
30,single,mid,white-collar,mid,telephone,thu,5,3,0,nonexistent,False,False,no
37,married,mid,blue-collar,mid,cellular,tue,6,2,0,nonexistent,False,False,no
49,single,mid,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
52,married,low,blue-collar,mid,cellular,thu,5,2,0,nonexistent,False,False,no
44,single,mid,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,thu,1,3,0,nonexistent,False,False,no
27,single,high,blue-collar,mid,cellular,tue,2,1,1,failure,True,False,no
38,married,low,white-collar,high,cellular,tue,6,1,1,failure,True,False,no
58,married,high,white-collar,high,cellular,tue,11,1,0,nonexistent,False,False,yes
81,divorced,mid,white-collar,mid,cellular,mon,3,1,1,failure,True,False,yes
34,married,mid,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
41,single,mid,white-collar,high,telephone,fri,5,1,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,fri,4,6,0,nonexistent,False,False,no
43,single,mid,blue-collar,mid,cellular,wed,10,1,0,nonexistent,False,False,yes
44,married,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,yes
32,married,mid,white-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
44,single,mid,white-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
34,single,mid,out-of-workforce,low,telephone,mon,0,5,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,telephone,tue,1,3,0,nonexistent,False,False,no
32,married,high,white-collar,mid,cellular,fri,3,2,1,failure,True,False,no
72,married,low,out-of-workforce,low,cellular,thu,3,3,0,nonexistent,False,False,yes
44,married,mid,white-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
38,married,high,white-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
43,married,mid,white-collar,mid,cellular,mon,8,4,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,cellular,mon,1,4,0,nonexistent,False,False,no
58,married,high,white-collar,mid,cellular,wed,18,1,0,nonexistent,False,False,no
48,married,high,blue-collar,mid,cellular,tue,3,1,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
58,divorced,high,blue-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
39,single,high,blue-collar,mid,cellular,wed,1,1,0,nonexistent,False,False,no
40,married,mid,out-of-workforce,low,telephone,tue,2,2,0,nonexistent,False,False,no
32,married,low,white-collar,high,cellular,thu,7,2,0,nonexistent,False,False,no
28,single,high,white-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
45,married,low,white-collar,mid,telephone,tue,4,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,cellular,tue,10,1,0,nonexistent,False,False,yes
34,married,mid,blue-collar,mid,cellular,tue,1,13,0,nonexistent,False,False,no
31,single,high,out-of-workforce,low,telephone,thu,4,5,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,cellular,tue,2,2,3,success,True,True,no
38,single,mid,blue-collar,mid,telephone,thu,10,4,0,nonexistent,False,False,no
30,married,mid,blue-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
36,single,high,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
36,married,mid,white-collar,high,cellular,thu,1,1,0,nonexistent,False,False,no
50,divorced,mid,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,telephone,thu,6,2,0,nonexistent,False,False,no
59,married,low,white-collar,high,cellular,thu,1,3,0,nonexistent,False,False,no
33,married,low,out-of-workforce,low,cellular,mon,17,1,1,failure,True,False,yes
37,married,mid,blue-collar,mid,cellular,fri,8,1,1,failure,True,False,no
29,single,high,white-collar,mid,cellular,mon,4,1,0,nonexistent,False,False,yes
34,single,mid,blue-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
43,married,mid,white-collar,high,telephone,tue,10,1,0,nonexistent,False,False,no
45,married,mid,blue-collar,mid,cellular,tue,5,2,0,nonexistent,False,False,no
23,single,mid,white-collar,mid,cellular,thu,1,3,1,failure,True,False,no
25,single,high,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
44,single,mid,white-collar,mid,telephone,wed,1,3,0,nonexistent,False,False,no
36,married,mid,white-collar,high,cellular,tue,1,1,0,nonexistent,False,False,no
30,single,high,white-collar,mid,cellular,thu,2,5,0,nonexistent,False,False,no
40,married,mid,white-collar,high,telephone,mon,1,6,0,nonexistent,False,False,no
42,married,mid,white-collar,high,telephone,fri,0,5,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
38,married,low,white-collar,mid,cellular,wed,8,1,0,nonexistent,False,False,no
21,single,mid,out-of-workforce,low,cellular,thu,2,3,1,failure,True,False,no
58,married,high,white-collar,high,cellular,thu,3,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,wed,8,2,0,nonexistent,False,False,no
35,married,high,white-collar,mid,cellular,wed,3,2,1,failure,True,False,no
31,married,high,white-collar,high,cellular,tue,5,1,0,nonexistent,False,False,yes
36,single,mid,white-collar,mid,telephone,mon,0,1,0,nonexistent,False,False,no
29,single,high,white-collar,mid,telephone,thu,4,2,0,nonexistent,False,False,no
55,married,mid,white-collar,mid,cellular,thu,13,1,2,success,True,True,yes
38,married,high,blue-collar,mid,cellular,wed,6,3,0,nonexistent,False,False,no
47,divorced,mid,blue-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
29,single,mid,blue-collar,mid,telephone,fri,13,1,0,nonexistent,False,False,yes
32,single,high,white-collar,mid,telephone,wed,3,2,0,nonexistent,False,False,no
32,married,low,blue-collar,mid,telephone,wed,7,1,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,wed,5,2,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,mon,8,1,0,nonexistent,False,False,no
47,married,mid,blue-collar,mid,cellular,thu,3,18,0,nonexistent,False,False,no
47,divorced,high,white-collar,high,telephone,fri,0,3,0,nonexistent,False,False,no
47,married,low,white-collar,mid,telephone,thu,5,3,0,nonexistent,False,False,no
54,married,mid,white-collar,mid,cellular,thu,1,4,0,nonexistent,False,False,no
48,married,mid,white-collar,mid,telephone,mon,6,1,0,nonexistent,False,False,no
33,married,mid,white-collar,mid,cellular,wed,3,4,0,nonexistent,False,False,no
69,divorced,low,out-of-workforce,low,cellular,mon,8,1,0,nonexistent,False,False,yes
37,single,mid,blue-collar,mid,cellular,wed,1,2,2,failure,True,False,no
54,divorced,high,out-of-workforce,low,cellular,fri,13,5,1,failure,True,False,no
41,married,high,white-collar,mid,cellular,thu,10,11,0,nonexistent,False,False,yes
49,married,mid,blue-collar,mid,telephone,wed,14,2,0,nonexistent,False,False,no
48,single,high,white-collar,mid,telephone,tue,1,2,0,nonexistent,False,False,no
50,married,low,white-collar,high,cellular,fri,5,4,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,9,2,0,nonexistent,False,False,yes
60,married,high,white-collar,high,cellular,thu,4,1,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,cellular,fri,7,1,0,nonexistent,False,False,yes
53,married,low,blue-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
30,single,high,blue-collar,mid,cellular,fri,1,2,0,nonexistent,False,False,no
29,married,low,blue-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
39,single,mid,white-collar,mid,telephone,wed,2,1,0,nonexistent,False,False,no
40,single,low,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,telephone,wed,1,1,0,nonexistent,False,False,no
63,married,mid,blue-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,telephone,thu,2,3,0,nonexistent,False,False,no
57,married,mid,blue-collar,mid,telephone,tue,3,2,0,nonexistent,False,False,no
27,single,high,out-of-workforce,low,telephone,mon,2,1,0,nonexistent,False,False,no
31,single,mid,white-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
28,married,mid,blue-collar,mid,telephone,tue,8,1,0,nonexistent,False,False,no
52,married,low,out-of-workforce,low,cellular,tue,2,3,0,nonexistent,False,False,no
42,divorced,high,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
31,married,low,blue-collar,mid,telephone,fri,3,1,0,nonexistent,False,False,no
55,married,high,white-collar,high,cellular,mon,6,3,0,nonexistent,False,False,yes
51,divorced,low,out-of-workforce,low,telephone,fri,5,2,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,wed,4,5,0,nonexistent,False,False,yes
45,divorced,low,blue-collar,mid,telephone,tue,1,2,0,nonexistent,False,False,no
32,married,mid,blue-collar,mid,cellular,mon,1,6,0,nonexistent,False,False,no
40,single,high,white-collar,mid,cellular,tue,8,1,0,nonexistent,False,False,no
43,married,mid,white-collar,high,cellular,tue,1,1,0,nonexistent,False,False,no
47,divorced,mid,blue-collar,mid,telephone,tue,5,3,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,fri,6,2,0,nonexistent,False,False,no
55,married,high,out-of-workforce,low,cellular,fri,3,2,0,nonexistent,False,False,no
33,single,mid,blue-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
56,married,high,white-collar,mid,cellular,fri,6,1,0,nonexistent,False,False,no
48,single,mid,blue-collar,mid,telephone,wed,0,1,0,nonexistent,False,False,no
58,married,low,out-of-workforce,low,cellular,thu,3,1,1,success,True,True,no
34,married,high,white-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
46,married,low,white-collar,mid,cellular,thu,9,1,0,nonexistent,False,False,no
31,married,low,blue-collar,mid,telephone,mon,5,2,0,nonexistent,False,False,no
52,married,low,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,2,2,0,nonexistent,False,False,no
41,divorced,mid,white-collar,mid,cellular,fri,2,3,0,nonexistent,False,False,no
38,married,low,white-collar,high,cellular,mon,9,1,0,nonexistent,False,False,no
32,single,high,white-collar,mid,cellular,thu,1,2,0,nonexistent,False,False,no
40,single,mid,blue-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
33,single,high,white-collar,high,cellular,tue,5,1,1,failure,True,False,no
46,married,low,blue-collar,mid,telephone,mon,3,6,0,nonexistent,False,False,no
36,married,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
32,divorced,high,white-collar,mid,telephone,fri,7,1,0,nonexistent,False,False,no
46,married,low,blue-collar,mid,telephone,fri,1,3,0,nonexistent,False,False,no
31,married,low,blue-collar,mid,cellular,wed,12,1,0,nonexistent,False,False,no
51,married,high,white-collar,mid,cellular,tue,9,1,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,telephone,mon,12,2,0,nonexistent,False,False,yes
69,divorced,high,out-of-workforce,low,cellular,tue,3,2,0,nonexistent,False,False,yes
31,single,mid,white-collar,mid,cellular,fri,4,1,0,nonexistent,False,False,yes
42,divorced,high,white-collar,mid,telephone,tue,4,1,0,nonexistent,False,False,no
38,single,low,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
35,married,mid,white-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
46,single,high,white-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
43,married,high,white-collar,high,cellular,mon,4,1,1,failure,True,False,no
33,single,mid,white-collar,mid,cellular,tue,1,2,0,nonexistent,False,False,no
35,single,high,blue-collar,mid,cellular,mon,4,1,0,nonexistent,False,False,no
50,single,high,out-of-workforce,low,cellular,fri,1,5,1,failure,True,False,no
30,single,high,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
41,single,low,blue-collar,mid,cellular,mon,2,3,0,nonexistent,False,False,no
55,married,high,blue-collar,mid,telephone,tue,7,3,0,nonexistent,False,False,no
31,single,mid,white-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
68,married,mid,out-of-workforce,low,cellular,thu,4,7,2,failure,True,False,no
36,single,high,white-collar,high,cellular,wed,15,1,0,nonexistent,False,False,yes
29,married,low,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
48,married,mid,blue-collar,mid,telephone,thu,1,6,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,tue,11,2,0,nonexistent,False,False,yes
32,married,high,out-of-workforce,low,cellular,thu,1,2,0,nonexistent,False,False,no
36,married,high,white-collar,mid,cellular,fri,3,1,1,failure,True,False,no
24,single,high,out-of-workforce,low,cellular,wed,1,1,0,nonexistent,False,False,no
46,divorced,low,out-of-workforce,low,telephone,wed,5,3,0,nonexistent,False,False,no
29,single,high,white-collar,high,cellular,tue,2,1,0,nonexistent,False,False,no
31,single,high,white-collar,high,cellular,wed,1,2,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,cellular,thu,2,1,1,failure,True,False,no
43,married,low,blue-collar,mid,cellular,fri,6,2,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,telephone,mon,1,14,0,nonexistent,False,False,no
53,married,mid,blue-collar,mid,telephone,thu,16,6,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,telephone,fri,21,1,0,nonexistent,False,False,yes
33,married,low,blue-collar,mid,cellular,thu,6,4,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,telephone,mon,6,12,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,cellular,mon,7,2,1,failure,True,False,no
39,single,high,blue-collar,mid,cellular,wed,0,5,0,nonexistent,False,False,no
39,single,low,blue-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
36,single,mid,blue-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,telephone,wed,0,1,0,nonexistent,False,False,no
44,married,mid,blue-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
43,single,high,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
47,married,mid,white-collar,high,cellular,fri,4,1,1,failure,True,False,no
31,single,high,blue-collar,mid,cellular,fri,19,2,0,nonexistent,False,False,yes
32,married,low,blue-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
47,divorced,mid,blue-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,mon,4,2,1,failure,True,False,yes
42,single,high,white-collar,mid,cellular,mon,7,2,0,nonexistent,False,False,no
72,single,high,out-of-workforce,low,cellular,fri,10,3,0,nonexistent,False,False,no
38,single,low,blue-collar,mid,cellular,wed,9,1,0,nonexistent,False,False,no
30,single,mid,blue-collar,mid,cellular,fri,1,1,1,failure,True,False,no
21,single,high,out-of-workforce,low,cellular,fri,3,3,1,success,True,True,no
42,married,low,blue-collar,mid,cellular,thu,4,1,0,nonexistent,False,False,no
28,single,low,blue-collar,mid,cellular,tue,1,9,1,failure,True,False,no
52,married,mid,blue-collar,mid,cellular,tue,5,1,2,failure,True,False,yes
31,single,mid,white-collar,mid,cellular,wed,8,2,0,nonexistent,False,False,yes
33,married,high,blue-collar,mid,telephone,tue,2,1,0,nonexistent,False,False,no
52,married,low,blue-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
59,married,low,blue-collar,mid,cellular,thu,6,2,0,nonexistent,False,False,no
30,single,mid,white-collar,mid,cellular,tue,4,1,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,telephone,thu,3,2,0,nonexistent,False,False,no
32,single,low,white-collar,high,cellular,fri,1,2,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,telephone,mon,6,2,0,nonexistent,False,False,no
47,married,high,white-collar,mid,telephone,fri,4,3,0,nonexistent,False,False,no
35,single,high,blue-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
40,married,low,blue-collar,mid,telephone,mon,4,2,0,nonexistent,False,False,no
30,divorced,low,blue-collar,mid,telephone,tue,0,2,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,telephone,wed,0,1,0,nonexistent,False,False,no
39,married,high,blue-collar,mid,cellular,wed,1,2,0,nonexistent,False,False,no
41,divorced,low,white-collar,high,telephone,mon,4,2,0,nonexistent,False,False,no
29,single,high,white-collar,high,telephone,thu,3,11,0,nonexistent,False,False,no
40,married,mid,blue-collar,mid,telephone,fri,7,4,0,nonexistent,False,False,no
57,married,high,out-of-workforce,low,cellular,thu,6,1,1,success,True,True,no
38,divorced,low,blue-collar,mid,telephone,thu,6,5,0,nonexistent,False,False,no
33,single,high,white-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
32,single,mid,blue-collar,mid,cellular,mon,9,1,0,nonexistent,False,False,no
53,married,low,white-collar,high,cellular,fri,6,2,0,nonexistent,False,False,no
58,married,high,out-of-workforce,low,telephone,tue,2,1,0,nonexistent,False,False,no
